Id,PostId,Text,CreationDate,UserId
2248,968,"I've already watched Fire Walk With Me. But I guess it symbolizes something else, something connected to forest(because all things in Twin Peaks in some case are connected to forest).",2012-10-23 00:27:09.840,371
2250,807,"I belive that during the period a non-russian actor speaking russian would be chosen for the role because of paranoia, but as i wrote earlier, these are only speculations to point you in the right direction.",2012-08-18 08:16:55.993,1410
2270,1334,+1 for a tangible example,2013-01-28 13:45:39.010,652
2272,1051,@Flimzy I understand that but it's always struck me as strange because it is atypical of the naming structure for shows of the time. In almost every other show the title is either said or explained in the pilot. Who's the Boss? was definitely not an atypical sitcom so it's always struck me as weird. Plus ever since Family Guy showed Peter drunkenly saying that Mona was the boss I can't get it out of my head when I think of this classic show.,2012-11-26 13:21:46.723,1305
2273,1199,"Ha!  I have no idea who any of them are, so I have no reason to think those aren't the right actors names.  ""Nick"" could be a nickname for ""Nikki"", for example.  Such a bad choice for this particular poster...",2012-12-29 03:11:56.930,1349
2275,825,+1 Great example,2012-08-26 05:27:42.317,378
2276,747,"""Luke, I am your mother."" NO-o-o-o-o! That's Impossible!",2012-07-24 00:32:09.480,1650
2277,1442,"I should point out that I've been doing some more digging, and several sites seem to think that he said ""Obi-Wan IS your father,"" instead of 'KILLED'. I'm a bit of a geek, and am pretty sure it was actually 'killed', unless someone wants to offer up viable evidence to the contrary.",2013-02-27 18:23:56.703,405
2279,515,I agree - 'Killed' makes much more sense than 'Is',2012-05-13 22:33:26.050,1566
2280,1150,Yes and I'm never paying Taxes. Again. Ever!,2012-12-20 00:56:03.023,795
2282,14,"I had always assumed it was to create some sort ""cognitive dissonance"": you glance and recognise the face (or name) of your favourite actor, then look up (or down) and ""hey!"", the name (or name) doesn't match -- making you double take and pay more attention to the poster. Job done. Attention caught. But I guess you're right, it's all driven by money (*contractuals*). Some references to back up your answer: [Posterwire.com](http://bit.ly/9Da0Ef), [Straight Dope Message Board](http://bit.ly/zQpYwO), [Movie News](http://bit.ly/wlVBFl), [TV Tropes - Billing Displacement](http://bit.ly/bEDpET).",2011-12-01 14:27:02.960,767
2284,278,"@Hugo: Thanks for the references.  You are also correct, I assume that the graphic designers and marketing people don't mind messing with people like that too.",2012-02-10 14:17:15.047,949
2285,1638,"The OP references the film, not the novel. I have not read the novel, but have seen the film countless times. I don't recall any reason for the arrest in the film. Is there anything in the film about the arrest?",2013-04-28 03:31:26.807,574
2287,392,Thanks for the clarification.,2012-04-06 03:13:27.140,1208
2293,1672,"The trouble with the ""in case someone would see him"" idea is that everyone who might was going to die. that is why it seems like a contrivance.",2013-05-06 17:42:13.433,1283
2294,654,The interest surely stems not from the specific events relevant to a particular society but from the archetypal sacrifice the hero makes where he choses the good outcome for society.,2012-06-28 17:41:01.783,189
2296,114,"This sounds right to me. Distant Thunder is from 1988 and in the film, Ralph Macchio's character says, ""This is what they do. Kill their selves by walking into trains?""",2011-12-17 21:08:19.313,995
2307,535,I wonder if this would be a better fit on Physics if you're looking for a real-world type of explanation,2012-05-20 17:35:30.863,238
2309,141,"oh of course, not going to close it because of an opinion, was just wondering what kind of aspect you wanted this answered in is all :)",2011-12-29 16:50:06.380,1773
2314,362,I've watched trailer and I believe this is the one. I will watch the whole movie before I accept the answer though.,2012-03-20 04:51:04.430,1511
2317,867,"Spoiler tags were discussed and it was decided to not use them.  Nearly every question has spoilers in it.  To be honest I would not even use spoiler markup here, but since it is limited I won't edit them out.",2012-09-10 04:55:04.813,1318
2318,34,"Hi Craig.  Thanks for your answer.  Spoiler markup is discouraged here, especially when it covers most or all of a post - see http://meta.movies.stackexchange.com/questions/82/are-we-overusing-the-spoiler-markup .  If someone has not seen the Illusionist - it serves them right if they read an entire Q&A on the movie. The [FAQ] did refer to this, but I have made it more specific now.",2011-12-02 08:17:20.450,717
2325,559,"The flames have been somewhat replaced with cell phones (similar to at concerts). Sadly, Rocky has fallen out of most places due to a combination of cost and its availability on home video. For quite a long time, a cinema doing a midnight rotation was the ONLY way to see Rocky.",2012-05-31 09:19:34.360,111
2329,654,Details such as actors and the approximate year it was made go a long way to narrowing down what it can and can't be.,2012-06-28 09:41:01.783,779
2333,1055,"I don't think is Spanglish, the girl doesn't stay in a hotel and he never track her down at the end of the movie",2012-11-27 16:23:19.843,207
2334,1048,"I know exactly the scene you're thinking of.  She's a waitress and he comes into the restaurant and professes his love for her in her native language (Portuguese?) in a very stereotypically rom-com way.  The restaurant, of course, goes quiet. etc...  Can't think of the name of the film though.",2012-11-25 09:41:25.030,1726
2335,562,Even approximate year you watched it might help.,2012-06-01 07:13:04.447,113
2336,468,"I'd like to pile on this question with another, don't they recall the two of them met right after his getting out of the asylum? Or do they really get together at this time?",2012-04-30 18:26:59.960,741
2338,1573,"Interesting question, I've wondered this myself, but I'm afraid this is one of those things I would attribute to ""movie magic"" and thus not being possible in real-life.",2013-04-08 05:02:23.110,1284
2342,252,"JacobG - Thats the movie. I can't remember many of the details, its been a while sense I've seen the movie. If you can remember anything else please edit my question and add them.",2012-02-02 19:48:19.770,125
2343,1630,This is it -- http://www.youtube.com/watch?v=M2iTsBABkEE,2013-04-25 20:48:05.477,711
2347,1013,In the original novel Evey is about to pull the mask off V to see who it could be and we see lots of potential persons before it settles on her own face where she then understands that she is to continue as V.   This doesn't happen in the film so it looks like they interpreted this or added some meaning with the dead characters indicating that they are all V and all struggled for the same purpose. This is similar to @Bernard's answer I guess but I thought it is worth mentioning the key thing missing from the novel at the end.,2012-11-09 20:41:06.460,1395
2349,1147,Sounds like a comedy sketch (Monty Python?),2012-12-20 02:01:37.013,669
2351,552,"Hmmm I tried looking but All I can find close to this is their old man in Flying circus. It's more like some message ""Life is short, don't waste it""...",2012-05-27 19:45:46.507,1606
2354,96,Can you make an example of a movie with this kind of technique? I can't imagine a full length movie like that.,2011-12-13 22:54:17.293,618
2355,1406,"The Russian Ark, by Sokurov, is an example",2013-02-16 02:45:21.990,1515
2356,1229,"""**With the exception of a couple of times** when Montgomery (in character) addresses the audience directly, the entire film is shot from the viewpoint of the central character, Marlowe."" So it's not a full length subjective camera. Could that be ok to @JuanZe or you're looking for a 100% subjective camera ?",2013-01-03 03:58:17.447,1162
2359,846,Why is Mort annoyed with the cleaning lady ?,2012-08-31 00:26:39.210,696
2360,861,"Hi @Me2948.  Welcome to Movies.SE.  I have converted what you put in an answer to a comment, as it appears to be more of a question.  If you wish to answer the question you may do so, or if you want to ask a completely new question about Secret Window - click the Ask Question link.",2012-09-08 09:29:32.250,29
2362,1477,"I am more interested in the above mentioned ""mythological"" episodes, or as you called them ""cannon"", but from what I understood, that shouldn't be the reason for watching, but the relationship between the brothers. Am I right?",2013-03-11 18:59:02.090,171
2363,968,I'm thinking you want the word canon here - 1 'n' - established rules governing faith and practice,2012-10-22 21:27:09.840,352
2364,1196,"@wbogacz Yes, this makes sense, but I am not accustomed with these kinds of terms. Thank you.",2012-12-28 14:08:44.190,280
2366,753,"While there are certainly episodes you can skip early on, the frequency of the throwaway episodes diminishes significantly as the series progresses.",2012-07-25 00:36:08.790,507
2368,455,It’s interesting how adaptations of Stephen King stories are so hit-and-miss. Some are terrific while others are just horrible. Maybe that’s why he created his Dollar-Baby program.,2012-04-25 16:58:26.823,104
2378,1003,+1 for 'she didn't know no better'. I wasn't interpret the way u did..Thanks @iandotkelly.,2012-11-07 20:22:34.773,1108
2379,179,Good question.  I may have to watch it again before I can attempt an answer though.,2012-01-10 17:43:58.113,1625
2380,934,"@iandotkelly, It's a nice movie and has worth to watch again:)",2012-10-10 06:24:55.960,213
2389,1293,"If so yes, if not just if there is any relationship?",2013-01-18 07:52:41.713,1252
2391,119,"+1 You're correct, he says ""...no sport.""",2011-12-19 07:15:51.117,399
2394,1217,Does it mentioned in the movie or taken from other sources?,2012-12-31 10:14:39.953,1150
2395,54,"Really helpful. Thanks! I'm still don't know if you can turn with a scratch or bite, I guess we will have to wait for that",2011-12-06 03:01:29.310,480
2397,206,"TVTropes covers this: When the Title Sequence includes credits, there is a whole mess of jockeying for position that goes on. The dominant position within the credits sequence is either at the very beginning of the list, or at the very end. (http://tvtropes.org/pmwiki/pmwiki.php/Main/AndStarring)",2012-01-20 20:14:01.273,487
2398,1502,@VijinPaulraj All of the above are in the movie in one form or another.,2013-03-16 21:43:30.680,787
2399,1458,"According to Imdb, he's only been in about 112 movies, just keep watching!",2013-03-03 07:50:41.740,1195
2401,314,Can you remember if it was a comedy/thriller or something else?,2012-02-28 04:16:06.290,1439
2402,741,"For some reason I want to say it's from The Maltese Falcon (1941), but it's been a while since I saw it.",2012-07-23 10:34:49.143,91
2403,707,@Mehper - thanks for forcing me to look into this stuff - sometimes it's interesting to see how sausage is made.,2012-07-14 08:56:40.303,488
2404,47,+1 for doing the digging :),2011-12-05 17:13:43.650,1486
2405,1573,"Other than wbogazc's neat answer, perhaps the cuts made for airline presentations might be included. Also known as 'neutering'.",2013-04-08 01:02:23.110,1165
2406,1235,"@wbogacz: Yeah sure, it's a mutual benefit :) One question: Is *final cut* the same as *theatrical cut*?",2013-01-03 23:15:46.207,1791
2408,1124,Theatrical Cut refers to the version shown in theaters.,2012-12-16 14:27:42.633,1570
2409,47,@Nobby: Definitely not _The Maltese Falcon_!  I just watched that a few months ago.,2011-12-05 08:13:43.650,411
2412,851,"That article also quoted ""Not all Hollywood directors are DGA members"".Can the non-DGA members give the 'Directed by' credit at the beginning?",2012-08-31 15:49:09.667,109
2413,1517,"@Nobby - that wasn't a term I encountered so far, so I just googled 'film cut neuter' and it took me in a whole new direction. Plus, I'm doing this at work and some of this isn't just NSFW, it's just NOT SAFE for anything/anyone. :)",2013-03-20 14:50:04.193,274
2415,229,"Yes, but the most recent [example](http://en.wikipedia.org/wiki/Opening_credits#History) I can find of this is [Victor Fleming](http://en.wikipedia.org/wiki/Victor_Fleming) who's name was billed before those of the actors in films such as [The Wizard of Oz](http://en.wikipedia.org/wiki/The_Wizard_of_Oz_(1939_film)), [Dr. Jekyll and Mr. Hyde](http://en.wikipedia.org/wiki/Dr._Jekyll_and_Mr._Hyde_(1941_film)), and [Joan of Arc](http://en.wikipedia.org/wiki/Joan_of_Arc_(1948_film)).",2012-01-26 09:05:01.387,1341
2418,1517,Could you add a synopsis of the movie so that we have some information on the site to go by?,2013-03-20 11:50:04.193,542
2424,1529,"Aarghh ! I remember seeing this too but I can't come up with it. I think, however, that we can narrow the 112 movies down to 20. I've pretty much ruled all but these. Perhaps others can further narrow down the list. 1940 You'll Find Out, 1950 Double Confession, 1949 Rope of Sand, 1947 My Favorite Brunette, 1946 The Chase, 1946 Black Angel, 1944 The Conspirators, (1944 Arsenic and Old Lace ? - I know you said you just watched this but...), 1943 Background to Danger, 1941 All Through the Night, 1941 The Face Behind the Mask, 1940 Stranger on the Third Floor, 1940 Island of Doomed Men, 1940 Stran",2013-03-23 08:42:45.193,1321
2427,1615,@GlennFerrell: So you're sure it's not _The Sad Sack_?  I can verify it is NOT _Arsenic and Old Lace_.  I just watched that last night.,2013-04-21 23:35:35.257,990
2428,992,"I wish you had posted that about 50 minutes earlier -- I just got through watching _Sad Sack_.  (It's quite lacking in many ways!)  I had thought it was on normal Netflix, but saw it was on streaming.  I had intended to watch or listen while packing up for an event tomorrow, but was tired and sat through it all.  (It wasn't worth it!)  On Netflix, that line is about 1:20 (as in 1 hour, 20 minutes) in, and it's repeated within 2 minutes and repeated again at about 1:34 or so by another character.  So that's it - thanks for your help! (Just wish it was early enough so I didn't watch that movie!)",2012-11-02 12:30:10.113,166
2429,1388,"By the way, any chance it was used elsewhere?  Maybe _Sad Sack_ used it as a reference?",2013-02-12 03:47:28.483,60
2432,371,"I suspect ""Sad Sack"" may be a parody of an earlier use. I was lucky, by the way, Sad Sack is broken up into many clips on Youtube and I just picked the highest numbered one - that's where I found the comment. I don't remember ever seeing this movie before. Thanks for the heads up not to watch it :)",2012-03-27 15:35:44.727,1521
2435,697,Some stark similarities between this movie and Karate Kid (though I assume you've already ruled that out): Mr. Miyagi was a janitor; main character started out weak who became strong; defeat of bad guy from rival martial arts school. Though these are probably all fairly common in martial arts movies.,2012-07-11 00:36:34.113,1585
2436,1237,[Discussion on Meta about this question](http://meta.movies.stackexchange.com/questions/335/this-just-doesnt-seem-to-be-a-good-question-to-me),2013-01-04 16:17:16.183,230
2439,1623,"Nope, it`s not Karate Kid. Ive watched that many times. Anyways thanks for trying guys but it looks like i'm doomed never to find this one, haha  >:]",2013-04-24 12:40:24.900,453
2440,166,"It's neither Drunken Master. It looked like one of those ""cheap"" asian flicks that were poping in that era like mushrooms after the rain, and like i said these guys were doing some supernatural fights, cheesy stuff.",2012-01-04 18:37:04.190,1732
2442,655,"The one I know is ""there are twu types of people in the world, those who come through the door, and those who come through the window""",2012-06-28 10:44:49.063,1166
2445,336,"The biggest clue that the first sequence is a flash-forward is the song playing: [""The End"" (by The Doors)](http://en.wikipedia.org/wiki/The_End_(The_Doors_song)#Usage_in_film_and_television). It is the same song that plays with Kurtz is killed.",2012-03-10 23:50:37.050,1453
2447,720,"Well - if a parody - it's not in ""Strange Cargo"" or ""You'll Find Out"". Just saw those on YouTube. ""You'll Find Out"" is a comedy - kind of entertaining if you like 40s big band music, Karloff & Bela Lugosi.",2012-07-19 07:27:38.543,815
2448,1690,"As a competitive ballroom dancer, I get a lot of big band music when I'm on the dance floor.  Just love it.  I'll have to check that out!  Thanks!",2013-05-11 07:02:00.990,544
2452,25,Thanks for reminding:),2011-12-01 22:46:04.350,1169
2455,1022,"""Special Edition"" I really hate that one.",2012-11-15 20:39:16.647,29
2463,622,Reading this question made me think of [Dreamscape](http://www.imdb.com/title/tt0087175/) even though it was in the 80s.,2012-06-18 12:00:17.307,1085
2464,1314,"I agree, 'Wheel as gun' is either Spellbound or somebody quoting Spellbound. It's a famous sequence.",2013-01-23 08:31:15.003,1052
2467,1536,Also many cheesy films from the east tend to have the much of the same actors,2013-03-24 12:20:06.350,1396
2474,523,For spoilers you need to use >! Yada yada yada. However it seems you can't have two consecutive paragraphs spoilered so I had to break off a bit to put in betwixt.,2012-05-15 22:21:03.697,1749
2477,1347,Updated question to reflect that I mean CSI:Crime Scene Investigation,2013-01-31 01:17:24.640,1137
2478,207,That makes whole lot of sense. Thank you !,2012-01-21 06:13:43.037,139
2479,120,"I'm curious, given the last line, why do you want to find out?",2011-12-19 18:32:37.810,1464
2480,1044,"I know in one of the series, the don't solve one of the crimes for several episodes. It's a serial killer, and It takes a few kills, and a few episodes to solve it, but the do solve it in the end.  I can dig out the series & episode numbers but would that count as an answer?",2012-11-23 16:46:54.020,618
2481,1462,@AidanO I want to find out because it has been bugging me for ages,2013-03-05 08:22:43.657,185
2487,514,"The site stance on spoilers is ""Read at your own risk"", as per the [faq].  Since I lost the edits I was going to make, I will clean this up later (unless someone beats me to it).",2012-05-13 21:58:04.257,1249
2489,192,"At just a glance it looks like a 66-block, but it is definitely not",2012-01-14 20:43:10.847,1061
2490,1655,"Fair enough, one of those old irritating ones!  Did any of the associates have terminal diseases by any chance?",2013-05-02 18:05:40.203,1003
2496,43,@AidanO If they did I can't say I remember.,2011-12-03 07:52:40.723,827
2502,1218,+1 for the nice detailed answer:),2012-12-31 09:10:34.200,989
2503,1245,Love the Pear!!!,2013-01-05 09:33:39.723,341
2507,333,"This can work to the viewer's advantage, as well.  You know a plane trip isn't going to go well if you don't recognize the carrier.  (NEVER fly Oceanic...)  Some of these fake-brands are commonly used, as it can save prop/set creation time to use existing hardware.  And it lends a sense of consistency to fictional reality.  Then, of course, there's the ""ordering a beer"" phenomenon:  http://www.cracked.com/blog/4-products-that-only-exist-in-movies_p2/",2012-03-11 13:26:45.100,1580
2508,1201,"I'm still not sure how the network benefits from this.  What ""extra fees"" would the network have to pay?  Shouldn't the only potential payments here be from the manufacturers who *want* their products advertised?",2012-12-29 08:21:24.473,378
2509,376,Read the quote above on product displacement. The extra fees are the fees it costs to include a product in a TV show or film if there is no product placement deal.,2012-03-28 23:23:16.833,957
2511,790,@Advicer on netflix?,2012-08-10 18:39:39.980,116
2512,444,I wasn't aware you were watching it online.,2012-04-20 22:10:07.470,1423
2514,25,This exchange=priceless,2011-12-02 02:46:04.350,1788
2518,171,"I was thinking it looked like fuses, but I wasn't 100% sure....",2012-01-06 12:22:54.247,970
2523,1122,"Im curious: Who gets approached by whom: The network informing companies that there is an opportunity for product placement, or the other way around?",2012-12-16 04:37:06.717,1241
2531,1147,What kind of source do you get *always* from?,2012-12-19 19:01:37.013,517
2532,672,"According to executive producer/co-creator Bill Prady, ""*We're working on giving Sheldon an actual problem that he's going to be working on throughout the [first] season so there's actual **progress** to the boards ... We worked hard to get all the science right.*""",2012-07-02 04:19:56.523,305
2533,72,"@Advicer Maybe the blog was an afterthought - it picked up at the second season's finale. So if there is supporting theory for season one, it is not reflected there.",2011-12-08 23:07:35.607,597
2534,841,"@TylerShads,I've been watched ""n no of"" hollywood movies and seen this scenario in almost every movie..Do you think it's a trivial question?",2012-08-30 07:35:24.607,1477
2535,444,"Trivial no, its definitely interesting :).  Just wanted to know if you have a source for 'always'.  If anything, I'd change it to 'Majority' and back it up with some kind of study (does one even exist?).  Conversely, replacing the wording of ""This always happens"" (implying it is a common knowledge fact) with ""I have seen this happen in a majority of movies that I viewed from Hollywood.  Is this always the case or is there a casting guideline they follow, or coincidence?"" (implying it is a personal observation, asking for clarification and sources).",2012-04-20 12:10:07.470,715
2536,529,"In the last shot, you can see they even changed the apple to a pear on the top left of the PearBook's screen.",2012-05-16 20:45:58.697,250
2537,1462,"And here's a [couple](http://www.classicfilmguide.com/index96aa.html) of [photos](http://i147.photobucket.com/albums/r312/jbrewerbucket/delawdabmpddd.jpg) of Rex Ingram playing ""De Lawd"" in *The Green Pastures* (1936). [IMDb](http://www.imdb.com/character/ch0026790/) lists 351 appearances of the character God, with seven from before *The Green Pastures*, but they're false listings: either it's just a lord (not The Lord) or someone's papa (not The Papa).",2013-03-05 19:22:43.657,850
2538,1663,Mel Blanc as God? Now I *have* to see this movie!,2013-05-04 08:34:30.937,642
2539,688,"It's my personal observation as you said..So,let me re-edit the question:(",2012-07-08 03:14:48.147,1303
2540,1758,@gprasant - See this Sheldon Cooper [t-shirt](http://www.stylinonline.com/t-shirt-big-bang-theory-c-men.html)!,2013-05-28 12:14:00.487,420
2542,1376,"@AntonChanning I can't begin to guess at specific episodes, however, I would wager it's more likely to be found in season one.",2013-02-07 06:58:53.780,1305
2552,1452,meta discussion:http://meta.movies.stackexchange.com/questions/343/does-the-question-need-to-edited-or-did-i-miss-a-rule,2013-03-01 19:17:05.887,732
2556,181,"Update - continued searching leads to more circuits back to _Archer_. I'm demoting this to 'improbable', but funny, depending on your sense of humor.",2012-01-11 15:52:44.687,1795
2565,542,"+1 Hah, completely forgot about that. Fits in much more ways than my answer.",2012-05-23 07:43:59.433,199
2566,1179,Any idea of any of the actors in this movie were? A description of one of the actors could help. -Gary R Feroz,2012-12-24 18:57:11.877,381
2568,813,"lol nah but good try, loved Attack the block though lol",2012-08-22 09:39:44.930,880
2570,593,"+1 This was the one I was pegging as the answer, just couldn't for the life of me remember the title.",2012-06-09 10:14:54.893,204
2571,1638,Shaolin Master Killer looks close to what i was looking for but it ain't it :),2013-04-28 00:31:26.807,427
2572,698,"I also just remembered these days when i thought more of the movie that the sensei was not an old guy, he was the strongest one out of his school with a well built body. I played a bit of Sherlock Holmes these days and tried google-ing all sorts of things to find this movie. Bolo Yeung would be a close look to the sensei but he wasn't in this movie. Also gaved up on looking it up after finding a kung-fu movie fanatic that told me there are about +5000 movies from that era. Props to Christian for talking like that about Jean M. Jarre's music :P",2012-07-11 10:10:29.133,1351
2573,856,"Part of that reminds me of The Happening trailers (did not see the movie), and also Spielberg's War of The Worlds.",2012-09-03 01:22:46.717,681
2574,947,pity it isn't: Attack The Block is a better movies by some distance.,2012-10-16 05:54:13.293,198
2577,61,How does he get into the basement?,2011-12-07 09:52:02.003,290
2580,1489,It is never really explained how he got in the basement.  It's like asking how Marcellus got to be a feared crime lord.  He just is when the movie begins.,2013-03-14 12:07:42.303,339
2582,624,"I should stress that searching for ""gimp"" or ""gimp mask"" is definitely NSFW.",2012-06-18 18:43:02.523,1490
2583,10,[Discussion](http://meta.scifi.stackexchange.com/q/1657/3804).,2011-12-01 05:34:16.463,1723
2586,89,Your English is excellent.,2011-12-11 04:43:14.057,89
2587,1321,Thanks for the comment and for adding some useful info to my answer.,2013-01-24 14:20:44.417,651
2588,681,"*Aside:* One of the experimental projects that I work on was featured on the whiteboard. There were some typographic issues that everyone inside the collaboration made fun of, but the board was clearly prepared by someone competent to read our literature (proposal, presentation slide, papers...).",2012-07-06 03:54:22.057,413
2597,513,"Yes, this definitely has ""The Flipside"" I think I mashed the two together inadvertently.  I was looking for the Wolfman one, though.",2012-05-13 07:36:08.837,433
2598,957,+1 for explaining serial position effect.,2012-10-18 16:52:33.967,223
2605,1512,"+1 Hah, I also immediately thought about *Dune* when talking about ""spoken thoughts"". That's something I always found unique (and liked) about it. For me it made a great contribution to the overall atmosphere in the scenes where it was used. But in this case I'd rather consider it a stylistic technique than a story-telling one. I guess it is not the only thing for viewers to find strange about the movie (though still being one of Lynch's more understandable movies) ;).",2013-03-18 21:21:35.607,1154
2607,848,"It's my personal theory that while being interrogated, Bates told the prosecution about all those things he said and who could confirm it, just because he's such a giant dramaface.",2012-08-31 12:28:49.887,258
2611,278,"Hence my note about enforcement.  Producers don't like to use them and no one is enforcing their use regularly.  However, the testing is mandatory and performers must bring an affidavit of their health to shoots.",2012-02-10 13:17:15.047,1629
2612,283,@Aarthi I added some details above. Thanks for the request,2012-02-12 00:14:47.257,703
2613,147,I never made that connection until now. Hat's off to Favreau for capturing those elements from the classic 60's Christmas specials.,2011-12-31 06:29:20.170,329
2614,311,"Blame the big wig Fox Executives. All of the answers are consistent with what I have heard about the show's struggles: Friday night time slot and the episodes aired out of order. What shocks me most is how much money these execs get paid to make boneheaded decisions like this. I doubt Firefly would have had an X-Files type run (moving from Friday to Sunday), but I think it would have lasted a few seasons IF Fox had given it a chance.",2012-02-27 11:42:22.287,1243
2620,546,"I remember Tranzor Z with the kids space-ship that docked into the head. The kid in the one I'm remembering has a younger feel and for some reason I think brown hair. He didn't have that ""Derek Wildstar"" hero look of the 70s/80s",2012-05-25 17:13:44.927,682
2621,135,"This link mentions the Shogun Warriors, which I'm pretty much 95% sure was the series that I saw it on. The series looks like a compilation of anime series; which less credibility that I may be remembering two different shows. I wish there were more pictures of those shows. Also, your blog link seems to be the same as your Wiki link.",2011-12-25 20:44:25.447,320
2623,846,Do you remember any details about the robot?,2012-08-31 12:26:39.210,1089
2631,179,Hi.  I had forgotten that someone with 1 reputation can't make a comment - so I have re-established your answer as you have added to it.  However in general an answer like 'its the writing' or 'that's just the way it is' is never going to get many upvotes.,2012-01-10 14:43:58.113,215
2632,1537,"It's got big robots, but how does it match the rest of his post?",2013-03-24 13:45:30.987,872
2633,1647,Thanks for the down vote. You should know that the question has been changed *after* I answered and the new details didn't match. I was looking for another anime.,2013-04-30 21:17:31.197,317
2635,274,"You may be right.But,agent 47 was one of the best agent in ""The Oraganization"".Why don't they think to kill agent 47 together and spilt up the bounty rather than trying to kill each other.",2012-02-10 02:44:12.590,1254
2637,832,"Most of the Best Directors awards, Oscar is one of them.",2012-08-27 22:13:23.740,732
2638,323,"From what I recall, there was a bit of a stand-still on the train, with no one having the upper hand on anyone else.  They then decide to do the respectable thing and fight it out, hand to hand.  Also, it didn't seem like they were ever taught team cooperation, so that could be a major factor why they didn't cooperate instead of competing.",2012-03-03 04:24:15.930,331
2642,712,"Intriguing idea. But I think the relationship between the three men is conveyed before Bernstein's tumble -- when Kane and Leland enter together, while Bernstein is outside with the stuff. So to me, the tumble seems to have separate meaning.  I'm leaning towards the explanation that Kane wants to stir up chaos when he arrives, to make it easier to dethrone the old editor. So he plans for Bernstein to add to the chaos by taking the tumble.",2012-07-16 13:53:39.300,986
2646,1586,+1 That's the kind of answer I was expecting.,2013-04-12 07:49:59.307,530
2648,352,+1 for the nice qn:),2012-03-16 02:10:57.110,62
2653,1253,I think I recall that same documentary - it also went on to describe how the Disney animators created the 'ID' monster and added all the other effects like the rocket engines etc. perhaps I am barking up the wrong tree - I'll dig around...,2013-01-07 10:57:12.713,1101
2658,864,i'm not sure when i saw the movie but i would guess the movie itself was released between 1995-2005. ps: thx for your edit!,2012-09-08 22:11:08.973,1163
2659,1797,no thats not it. thx for the try though!,2013-06-08 04:11:12.950,56
2661,1118,"@stevvve,There are many movies,for instance [Candyman](http://www.imdb.com/title/tt0103919).In that movie, Candyman has summoned by anyone who looks into a mirror.",2012-12-15 01:47:42.593,160
2662,547,Although not the earliest I thought the use of rear projection for the plane crash into ocean in Hitchcock's Foreign Correspondent was very clever: http://www.hitchcockwiki.com/blog/?cat=101,2012-05-26 12:48:24.373,1443
2664,30,http://scifi.stackexchange.com/questions/1007/what-was-starbuck,2011-12-02 11:02:37.213,1687
2675,1129,"That's not true.Because,the function took place the same day which he falls from the building and that what his 48th birthday.The proof is,Conrad wore a same white shirt with blood stains.",2012-12-17 21:21:17.920,80
2676,1310,"-1 You didn't answered my question, so I have to consider it as not usefull.",2013-01-22 07:52:43.737,1301
2680,597,@iandotkelly http://screenrant.com/inception-spoilers-discussion-kofi-68330/ This really gives a good rundown of the ending. It also supports the answer you gave.,2012-06-09 05:10:09.870,1144
2681,1088,@KevinHowell - great link - thank you.,2012-12-06 17:04:47.157,527
2682,677,I found this http://cinemawithoutorgans.blogspot.in/2011/05/inceptions-ethics.html. Not sure if its based on facts though.,2012-07-04 19:35:06.307,1634
2684,1277,"+1 Almost forgot about the ""Don't make familiar places"" rule.",2013-01-13 20:50:24.000,1307
2685,48,Its a great movie to pick apart ...,2011-12-06 01:04:30.790,859
2688,1570,"I am absolutely certain that you are right about General Gandal. That image is exactly as I remember it. Going to YouTube and looking at several episodes, the transformation of Daisuke is not what I am remembering. I remember seeing the boy jump off a motorcycle, land back against a mountain and dissolve in. This is very close and. Will look for a few more to be sure.",2013-04-07 08:50:13.343,1590
2689,344,Can you remiod me how we know that the day he falls is his 48th birthday? It's been a while since I saw this.,2012-03-13 15:48:13.617,480
2693,1387,@AndreiFreeman - The bike scene (as user13095 stated) does indeed look like it came from Barve Raideen. So perhaps you are remembering two series? I know there was a lot of anime mashups in the 70's and 80's aired as one show in the US. Link to Raideen intro with a similar bike scene:  http://www.youtube.com/watch?v=SloHs5O4S48,2013-02-11 09:26:47.243,880
2697,1050,Fan subtitled versions of both shows exist on the web,2012-11-25 20:13:07.300,838
2698,1620,"Sounds like *The IT Crowd*, but American and 17 years ago.",2013-04-24 01:23:48.077,334
2699,1129,Cat on my head! Cat on my head! Cat on my head!,2012-12-17 09:21:17.920,1289
2702,404,This would make sense considering Rango is ILM's first CG feature - but I'm pretty sure the shot is still referencing a different western. I'll post this on FaceBook and see if someone from ILM can answer it. +1 for the logical conclusion though ;),2012-04-10 15:11:31.240,259
2703,1541,+1 for Rango - a fantastic film.,2013-03-26 09:41:34.373,1792
2705,1224,"Please clarify what you mean by ""alternate ending.""  Is it multiple versions of the movie with different endings or a single movie that shows multiple endings in a single viewing? (e.g. Clue)",2013-01-02 01:16:43.683,1195
2707,999,"Do ""alternate ending"" and ""different ending"" mean two different things?If so,Please go ahead and edit it and make it clear for all:)",2012-11-07 01:45:22.993,1771
2708,681,"@Nobby Yes, I'm almost sure I've seen this scene in a western, but which one? They are quite a lot of them which could match. Thanks for your help.",2012-07-06 07:54:22.057,1262
2711,320,Maybe there's a small dark rainy cloud over them :).,2012-03-02 00:54:20.647,1131
2715,651,@AndreiFreeman One full episode (in french again): http://www.youtube.com/watch?v=rG_8DTdm68M&t=2m9s to see if it's the right one.,2012-06-25 23:24:27.017,360
